age,tenure_years,dependents,num_products,income,credit_score,is_active,has_mortgage,balance,spending_score,city,job_type,target_tier,income_per_dependent,balance_to_income,tenure_per_age
48,2.4,0,2,2100.97,575.0,1,0,1387.24,76.0,San Salvador,Professional,Platinum,2100.97,0.6599713602001932,0.04897959183673469
62,9.7,1,1,1143.29,521.0,0,0,526.77,21.9,San Salvador,Clerk,Silver,571.645,0.460346590462208,0.15396825396825395
22,2.0,0,1,951.4,475.0,0,1,396.25,33.8,San Salvador,Clerk,Silver,951.4,0.41605417891642166,0.08695652173913043
55,4.8,0,4,801.12,555.0,1,0,571.45,66.1,San Salvador,Self-Employed,Gold,801.12,0.7124245748765772,0.08571428571428572
26,4.9,0,3,699.27,556.0,0,0,173.67,52.2,San Salvador,Clerk,Silver,699.27,0.24800434118268666,0.1814814814814815
26,0.2,0,4,904.82,500.0,1,0,660.2,55.8,La Unión,Clerk,Silver,904.82,0.7288423748647634,0.007407407407407408
62,13.1,2,1,314.5,530.0,1,1,185.57,40.4,San Miguel,Student,Silver,104.83333333333333,0.5881774960380348,0.20793650793650792
49,4.3,2,4,530.01,655.0,0,0,122.17,41.6,San Salvador,Student,Silver,176.67,0.23007099677972168,0.086
63,8.1,2,2,2103.63,542.0,1,0,1388.12,88.4,San Salvador,Manager,Platinum,701.21,0.6595553612749033,0.1265625
56,6.1,4,1,585.22,600.0,1,0,309.84,49.1,Sonsonate,Clerk,Silver,117.04400000000001,0.5285387738391729,0.10701754385964912
36,2.5,2,2,1225.0,583.0,1,0,538.68,52.3,San Miguel,Professional,Gold,408.3333333333333,0.43938009787928217,0.06756756756756757
22,0.8,1,1,1044.26,524.0,0,0,292.05,45.5,San Salvador,Technician,Silver,522.13,0.2794041673841915,0.034782608695652174
24,0.0,0,2,353.18,513.0,1,0,212.1,51.3,San Miguel,Student,Silver,353.18,0.5988480433677791,0.0
49,8.4,2,1,1492.8,601.0,1,0,1225.96,60.1,San Miguel,Self-Employed,Gold,497.59999999999997,0.8206988887401259,0.168
73,10.4,2,2,999.83,493.0,1,0,669.21,57.7,San Salvador,Clerk,Gold,333.2766666666667,0.6686550163364408,0.14054054054054055
32,5.9,0,3,1366.11,514.0,0,0,468.18,63.1,Santa Ana,Professional,Silver,1366.11,0.3424596411408007,0.1787878787878788
46,6.9,2,2,3888.02,556.0,0,0,1540.14,98.5,San Salvador,Manager,Platinum,1296.0066666666667,0.39602264837928325,0.1468085106382979
24,4.4,0,4,840.66,542.0,1,0,510.06,65.8,La Libertad,Clerk,Gold,840.66,0.6060166813202481,0.17600000000000002
56,6.5,1,2,1638.01,546.0,1,1,972.7,59.2,La Libertad,Manager,Platinum,819.005,0.5934680081268571,0.11403508771929824
37,5.5,3,2,754.12,545.0,0,0,331.27,23.8,San Miguel,Technician,Silver,188.53,0.43869848500900516,0.14473684210526316
40,6.0,0,3,789.66,539.0,1,0,527.67,56.6,Santa Ana,Clerk,Silver,789.66,0.66737915159487,0.14634146341463414
20,0.8,2,1,763.93,555.0,1,0,370.54,43.4,Santa Ana,Clerk,Silver,254.64333333333332,0.4844103382008812,0.0380952380952381
54,8.0,0,4,1269.9,565.0,1,1,829.96,41.9,Santa Ana,Professional,Platinum,1269.9,0.6530490203792588,0.14545454545454545
25,2.1,2,3,1826.95,617.0,0,0,621.19,62.7,La Libertad,Professional,Platinum,608.9833333333333,0.3398287699335321,0.08076923076923077
65,12.1,0,1,1624.25,486.0,0,0,658.53,55.7,Santa Ana,Professional,Gold,1624.25,0.40518689432395016,0.18333333333333332
47,2.9,1,1,357.93,586.0,0,0,191.57,18.1,San Salvador,Student,Silver,178.965,0.5337252389045217,0.06041666666666667
51,9.0,0,2,690.42,586.0,1,1,462.15,59.8,San Miguel,Technician,Gold,690.42,0.6684070463683434,0.17307692307692307
57,3.8,0,3,1349.53,519.0,0,0,706.54,51.1,La Libertad,Technician,Gold,1349.53,0.5231575751741908,0.06551724137931034
61,10.2,0,1,506.93,539.0,1,0,292.26,51.1,La Libertad,Technician,Gold,506.93,0.5753942472387927,0.16451612903225804
36,5.4,1,2,1385.08,504.0,0,0,113.48,56.6,Santa Ana,Professional,Gold,692.54,0.08187117626688215,0.14594594594594595
58,10.5,0,4,2439.48,566.0,1,1,1825.58,83.7,San Miguel,Self-Employed,Platinum,2439.48,0.7480413689110339,0.17796610169491525
19,2.6,1,2,514.9,496.0,1,0,258.5,29.4,San Salvador,Clerk,Silver,257.45,0.5010660980810234,0.13
73,11.2,1,2,414.89,590.0,0,0,134.13,30.9,Sonsonate,Student,Silver,207.445,0.32251316453870016,0.15135135135135133
21,0.0,0,1,1648.57,574.0,1,0,661.98,66.7,La Libertad,Technician,Gold,1648.57,0.4013045824063241,0.0
51,9.3,4,3,884.56,540.0,0,0,513.54,33.8,San Salvador,Clerk,Silver,176.91199999999998,0.579904241383983,0.17884615384615385
59,7.3,3,2,4305.51,514.0,1,1,2609.56,100.0,San Miguel,Manager,Platinum,1076.3775,0.6059570278485362,0.12166666666666666
71,11.5,0,1,850.67,607.0,1,0,670.48,47.0,San Miguel,Self-Employed,Platinum,850.67,0.7872532788521376,0.1597222222222222
31,4.7,1,2,1587.47,494.0,0,1,685.06,46.9,La Libertad,Professional,Gold,793.735,0.4312703419013264,0.146875
19,0.0,0,5,175.97,493.0,0,0,53.8,33.2,San Salvador,Student,Silver,175.97,0.30400632875628636,0.0
58,7.1,0,4,1976.96,557.0,0,0,1060.86,71.3,San Salvador,Professional,Gold,1976.96,0.536340472001456,0.12033898305084745
29,1.6,1,2,1232.04,553.0,1,0,605.92,48.9,Santa Ana,Technician,Silver,616.02,0.49140336079932523,0.05333333333333334
74,12.1,0,1,1135.92,605.0,0,0,367.2,41.2,San Salvador,Professional,Platinum,1135.92,0.3229778700348309,0.16133333333333333
59,8.9,2,5,2269.7,596.0,0,1,1238.15,78.2,Sonsonate,Manager,Platinum,756.5666666666666,0.5452723829656054,0.14833333333333334
71,12.1,3,2,1180.25,629.0,0,1,251.99,44.3,San Salvador,Technician,Silver,295.0625,0.21332486772486772,0.16805555555555554
69,11.4,0,2,1519.53,582.0,1,1,962.87,78.7,La Libertad,Technician,Silver,1519.53,0.6332463022761801,0.16285714285714287
19,0.0,1,2,620.16,529.0,1,0,383.25,35.9,San Salvador,Clerk,Gold,310.08,0.6169907914224999,0.0
54,6.3,0,1,623.23,549.0,1,1,325.66,56.2,Sonsonate,Clerk,Silver,623.23,0.5216987328388575,0.11454545454545455
70,7.6,3,4,1590.06,519.0,1,0,1049.05,89.1,Sonsonate,Technician,Silver,397.515,0.6593403140045001,0.10704225352112676
33,0.5,0,2,1375.52,527.0,0,0,609.87,35.9,Santa Ana,Professional,Gold,1375.52,0.44305204428558975,0.014705882352941176
64,7.1,0,1,1228.04,549.0,1,1,787.97,54.8,Santa Ana,Professional,Gold,1228.04,0.6411264076026818,0.10923076923076923
43,5.8,1,2,937.02,588.0,1,0,382.31,52.5,San Salvador,Technician,Gold,468.51,0.40757126713716124,0.1318181818181818
68,9.5,0,2,3181.24,575.0,0,1,1450.45,82.1,Santa Ana,Manager,Platinum,3181.24,0.4557952888531349,0.13768115942028986
66,10.6,4,2,1093.83,514.0,0,0,309.94,49.7,Santa Ana,Clerk,Silver,218.766,0.2830941790049597,0.1582089552238806
60,10.9,0,2,751.58,579.0,0,0,307.19,18.2,San Salvador,Clerk,Gold,751.58,0.4081825188019878,0.17868852459016393
59,9.9,0,1,1770.88,561.0,1,0,1197.24,69.5,Sonsonate,Professional,Gold,1770.88,0.6756890985845542,0.165
50,3.7,1,1,760.59,552.0,1,0,621.41,61.9,Santa Ana,Clerk,Silver,380.295,0.8159377092661405,0.07254901960784314
47,5.8,1,5,1138.0,667.0,1,0,558.66,87.7,Santa Ana,Professional,Platinum,569.0,0.49048287971905175,0.12083333333333333
69,14.1,0,1,1370.08,566.0,1,0,966.24,67.7,San Salvador,Manager,Platinum,1370.08,0.7047291186509905,0.20142857142857143
36,9.6,3,3,1532.54,543.0,0,1,847.48,46.0,San Salvador,Technician,Silver,383.135,0.552629862931518,0.2594594594594595
39,2.7,0,2,1282.31,481.0,0,0,611.87,43.4,San Miguel,Professional,Silver,1282.31,0.47679048709976546,0.0675
55,9.2,4,1,503.27,544.0,0,0,207.62,32.9,San Salvador,Student,Silver,100.654,0.4117238780811867,0.16428571428571428
53,5.0,1,1,1857.78,629.0,1,0,1416.83,67.2,La Libertad,Professional,Gold,928.89,0.76223652072865,0.09259259259259259
44,7.5,0,2,1119.19,592.0,0,0,445.1,39.3,La Unión,Professional,Gold,1119.19,0.3973433078317071,0.16666666666666666
61,7.0,2,5,995.86,560.0,0,0,476.72,65.5,San Salvador,Clerk,Silver,331.9533333333333,0.4782216158738439,0.11290322580645161
57,12.4,0,3,1614.21,504.0,1,1,1242.46,59.2,San Miguel,Self-Employed,Gold,1614.21,0.7692250543273011,0.21379310344827587
46,3.6,3,3,563.34,536.0,1,0,336.28,44.5,San Miguel,Clerk,Silver,140.835,0.5958819151575291,0.07659574468085106
20,1.0,1,1,924.83,485.0,0,0,314.07,47.2,San Salvador,Professional,Gold,462.415,0.33923074430510997,0.047619047619047616
19,0.0,0,2,942.04,531.0,1,0,557.27,42.6,San Salvador,Clerk,Gold,942.04,0.5909293349168646,0.0
28,4.4,4,2,658.63,631.0,0,0,233.07,26.0,Sonsonate,Technician,Silver,131.726,0.35333444506768946,0.1517241379310345
73,13.2,0,3,1076.6,530.0,0,0,436.0,48.1,San Salvador,Self-Employed,Platinum,1076.6,0.4046028210838902,0.17837837837837836
51,6.9,0,3,1755.14,569.0,1,0,1119.56,72.2,Santa Ana,Professional,Platinum,1755.14,0.6375118156866764,0.1326923076923077
22,0.0,1,1,773.81,489.0,1,0,448.85,21.7,La Unión,Technician,Silver,386.905,0.5793033130703011,0.0
34,0.0,4,2,1417.96,580.0,0,0,674.71,43.6,La Libertad,Technician,Silver,283.592,0.47549613801657553,0.0
60,9.0,3,4,1039.38,545.0,0,0,236.29,67.0,San Salvador,Technician,Gold,259.845,0.22711893731136698,0.14754098360655737
71,8.9,1,1,1058.59,575.0,1,0,734.22,59.2,Santa Ana,Professional,Platinum,529.295,0.6929283968327373,0.12361111111111112
30,5.5,0,3,1423.12,574.0,1,1,723.02,72.8,San Miguel,Professional,Gold,1423.12,0.5076959806757858,0.1774193548387097
51,5.7,0,3,2353.94,569.0,1,1,1157.54,91.7,La Libertad,Self-Employed,Platinum,2353.94,0.49153693937000514,0.10961538461538461
71,10.3,3,1,398.45,546.0,1,0,246.23,33.7,San Miguel,Student,Silver,99.6125,0.6164225810489423,0.14305555555555557
60,7.0,2,1,1018.41,568.0,1,0,696.19,53.4,San Salvador,Technician,Gold,339.46999999999997,0.6829342462797109,0.11475409836065574
34,0.0,4,1,1129.21,561.0,1,0,579.71,51.1,La Libertad,Professional,Gold,225.842,0.5129223772573239,0.0
70,8.7,0,2,1288.99,621.0,0,1,711.24,34.5,San Salvador,Technician,Gold,1288.99,0.5513531112644284,0.12253521126760562
29,0.0,2,5,1027.54,585.0,1,0,581.08,74.6,San Miguel,Technician,Gold,342.5133333333333,0.5649561514379606,0.0
38,5.7,0,2,782.85,590.0,0,0,227.19,34.4,La Unión,Technician,Silver,782.85,0.2898386170823499,0.14615384615384616
72,9.6,2,3,758.44,546.0,1,0,619.8,65.2,Santa Ana,Clerk,Silver,252.81333333333336,0.8161276730222268,0.13150684931506848
55,7.9,0,2,1048.49,517.0,0,0,288.34,37.7,San Miguel,Technician,Gold,1048.49,0.2747429703951443,0.14107142857142857
44,1.7,1,2,1348.63,541.0,1,0,626.42,58.7,San Miguel,Professional,Gold,674.315,0.46414202411031164,0.03777777777777778
49,4.2,0,3,737.03,538.0,0,1,113.1,59.3,San Salvador,Technician,Gold,737.03,0.15324580301613755,0.084
54,9.5,2,1,2091.16,541.0,1,0,1281.36,100.0,Santa Ana,Clerk,Silver,697.0533333333333,0.6124579382074029,0.17272727272727273
67,10.7,0,1,496.87,545.0,1,0,187.69,32.7,San Miguel,Clerk,Gold,496.87,0.37698596019041114,0.15735294117647058
33,5.5,4,2,1313.84,538.0,1,0,586.34,75.4,San Miguel,Professional,Gold,262.768,0.4459401904414226,0.16176470588235295
28,2.3,1,2,961.28,557.0,0,0,296.25,43.7,Sonsonate,Technician,Silver,480.64,0.30786257638109493,0.0793103448275862
41,3.4,0,1,1659.55,502.0,1,0,768.74,73.6,San Miguel,Professional,Gold,1659.55,0.4629430008129837,0.08095238095238096
62,10.4,1,1,1509.43,607.0,0,0,769.49,51.7,San Salvador,Professional,Gold,754.715,0.5094509510536734,0.16507936507936508
73,12.9,1,1,458.17,589.0,0,0,238.73,11.5,San Salvador,Clerk,Gold,229.085,0.5199163708430429,0.17432432432432432
60,6.2,1,4,603.89,532.0,0,0,150.01,27.8,San Salvador,Clerk,Silver,301.945,0.24799550331465225,0.10163934426229508
63,7.6,1,1,302.86,547.0,0,0,145.03,11.7,Santa Ana,Clerk,Silver,151.43,0.4772921740275127,0.11875
67,12.6,0,2,1203.03,510.0,0,0,806.99,65.0,San Salvador,Technician,Gold,1203.03,0.6702407747315267,0.18529411764705883
44,4.9,1,5,468.16,537.0,1,0,244.13,53.5,San Salvador,Student,Silver,234.08,0.5203555290306079,0.1088888888888889
69,7.5,2,1,597.65,595.0,0,0,330.42,15.3,San Salvador,Clerk,Silver,199.21666666666667,0.5519418692057129,0.10714285714285714
72,11.7,1,3,620.81,540.0,1,1,305.11,52.2,San Salvador,Clerk,Gold,310.405,0.4906804329296731,0.1602739726027397
55,7.9,1,3,1236.08,524.0,1,1,675.92,59.5,San Salvador,Professional,Gold,618.04,0.5463834190189801,0.14107142857142857
70,8.4,2,1,641.09,596.0,1,0,388.61,51.8,San Salvador,Clerk,Silver,213.6966666666667,0.6052266816178418,0.11830985915492959
33,1.2,2,1,804.24,560.0,0,1,201.61,46.5,San Salvador,Clerk,Silver,268.08,0.250372559733744,0.03529411764705882
23,0.7,0,1,1132.46,494.0,1,0,527.67,59.8,Santa Ana,Clerk,Silver,1132.46,0.4655391456249007,0.029166666666666664
33,0.0,1,1,667.64,480.0,0,0,302.49,26.3,La Libertad,Clerk,Silver,333.82,0.45239590811198854,0.0
74,9.7,2,3,1736.47,568.0,1,0,987.93,66.0,San Salvador,Professional,Platinum,578.8233333333334,0.5686026233546478,0.12933333333333333
58,10.7,3,3,524.36,552.0,0,0,218.97,14.4,La Unión,Clerk,Silver,131.09,0.41679990863407945,0.18135593220338983
53,5.4,0,5,1763.82,519.0,1,1,1225.09,100.0,Santa Ana,Professional,Gold,1763.82,0.6941727768270985,0.1
66,11.9,1,1,1444.07,586.0,1,0,965.35,57.9,San Miguel,Professional,Gold,722.035,0.6680299224259033,0.17761194029850746
62,8.1,1,3,398.72,495.0,0,0,158.32,39.7,San Salvador,Student,Silver,199.36,0.39607725407785443,0.12857142857142856
37,9.0,4,4,2447.59,517.0,1,0,1701.98,100.0,San Salvador,Manager,Platinum,489.51800000000003,0.6950857432236511,0.23684210526315788
40,2.3,0,3,287.97,513.0,1,0,210.62,64.9,San Salvador,Student,Silver,287.97,0.7288645880195176,0.05609756097560975
56,10.5,2,5,1190.92,548.0,1,0,953.83,75.2,La Libertad,Professional,Platinum,396.97333333333336,0.8002466608497214,0.18421052631578946
48,5.2,0,2,215.28,543.0,1,0,157.31,50.8,Santa Ana,Student,Silver,215.28,0.7273441834658776,0.10612244897959185
57,6.4,1,3,1536.36,587.0,1,0,843.35,96.7,San Salvador,Professional,Platinum,768.18,0.5485702763178436,0.11034482758620691
20,2.7,0,2,903.71,528.0,1,0,286.48,60.2,San Salvador,Technician,Gold,903.71,0.31665395541112623,0.1285714285714286
70,10.7,0,2,962.62,597.0,1,0,826.85,67.0,San Salvador,Professional,Platinum,962.62,0.8580664577323012,0.15070422535211267
32,3.6,1,4,1531.85,507.0,1,0,1080.03,90.0,San Salvador,Self-Employed,Gold,765.925,0.7045894901653782,0.1090909090909091
23,0.6,3,2,601.16,571.0,0,1,343.87,25.2,San Miguel,Clerk,Silver,150.29,0.5710608476152518,0.024999999999999998
40,3.5,2,2,1148.99,601.0,0,0,406.68,56.7,San Salvador,Clerk,Gold,382.99666666666667,0.35363785772050194,0.08536585365853659
51,6.9,1,2,514.54,534.0,0,0,219.13,40.2,San Salvador,Clerk,Silver,257.27,0.4250494626993056,0.1326923076923077
39,4.3,3,3,1350.68,504.0,0,0,436.38,63.8,San Salvador,Technician,Gold,337.67,0.3228426846590909,0.1075
65,7.5,2,1,741.09,527.0,0,0,168.42,15.3,La Libertad,Clerk,Silver,247.03,0.2269536040102952,0.11363636363636363
39,5.9,2,1,1161.23,567.0,0,0,462.18,49.7,Santa Ana,Technician,Silver,387.07666666666665,0.3976665548127307,0.14750000000000002
23,0.0,1,4,963.61,533.0,0,0,330.46,50.9,San Salvador,Professional,Gold,481.805,0.3425840495122381,0.0
65,10.5,2,1,5547.46,611.0,0,1,3557.71,100.0,San Salvador,Manager,Platinum,1849.1533333333334,0.6412067492601551,0.1590909090909091
35,5.8,4,2,735.24,517.0,1,0,501.46,49.5,La Unión,Technician,Silver,147.048,0.6811094208410301,0.1611111111111111
26,0.5,0,1,627.85,516.0,1,0,275.57,33.8,San Salvador,Clerk,Silver,627.85,0.43821261032042613,0.018518518518518517
27,1.2,1,3,212.16,474.0,1,0,95.12,43.9,La Libertad,Student,Silver,106.08,0.44623756802401954,0.04285714285714286
41,3.8,0,2,312.1,559.0,1,0,160.43,48.8,Santa Ana,Student,Silver,312.1,0.5123922069626318,0.09047619047619047
46,4.1,0,1,2061.6,552.0,1,1,1048.36,70.3,Santa Ana,Professional,Gold,2061.6,0.5082711141277998,0.08723404255319148
31,0.0,1,4,818.17,506.0,1,1,333.54,78.2,La Libertad,Clerk,Silver,409.085,0.40716823125846896,0.0
25,0.0,0,2,1274.47,534.0,0,0,833.51,54.6,Sonsonate,Self-Employed,Silver,1274.47,0.6534924380816484,0.0
29,2.4,1,5,694.81,580.0,1,0,517.75,76.5,San Miguel,Clerk,Gold,347.405,0.7440968080366768,0.08
63,10.1,3,3,336.12,549.0,1,0,213.67,50.9,San Salvador,Student,Silver,84.03,0.6338099193165638,0.1578125
19,2.9,1,1,1513.31,482.0,0,0,421.61,35.5,Santa Ana,Self-Employed,Silver,756.655,0.27841723293117,0.145
35,0.0,3,1,753.99,526.0,1,0,437.88,41.9,Santa Ana,Clerk,Silver,188.4975,0.579981191803865,0.0
25,2.2,0,2,1092.91,502.0,1,0,543.34,53.1,Santa Ana,Technician,Gold,1092.91,0.49669534056732273,0.08461538461538462
46,2.2,0,5,1317.88,607.0,1,0,738.5,99.7,Santa Ana,Self-Employed,Gold,1317.88,0.5599448016498847,0.04680851063829788
59,5.3,0,4,452.9,562.0,1,0,321.83,68.3,Santa Ana,Student,Silver,452.9,0.7090328266137916,0.08833333333333333
45,0.0,1,3,2522.32,552.0,0,0,1136.27,88.7,La Libertad,Manager,Platinum,1261.16,0.45030753134758966,0.0
28,2.6,1,4,1067.98,510.0,1,0,702.63,75.1,San Salvador,Clerk,Gold,533.99,0.6572901270369885,0.0896551724137931
32,5.0,2,3,1220.02,510.0,1,0,842.07,54.5,San Salvador,Self-Employed,Platinum,406.67333333333335,0.6896447232641563,0.15151515151515152
56,10.0,0,2,2230.18,604.0,0,1,922.48,84.0,Sonsonate,Professional,Gold,2230.18,0.41344938552694094,0.17543859649122806
64,13.1,3,2,2395.93,506.0,1,0,1601.2,100.0,San Salvador,Manager,Platinum,598.9825,0.6680211770890264,0.20153846153846153
50,6.3,3,2,1108.24,588.0,1,0,663.28,61.1,San Miguel,Technician,Silver,277.06,0.5979589628935127,0.12352941176470587
20,2.9,0,2,883.23,551.0,1,0,580.85,63.1,San Salvador,Clerk,Gold,883.23,0.6568992230528257,0.1380952380952381
34,6.1,0,1,2866.4,600.0,0,0,1528.92,62.0,La Libertad,Manager,Platinum,2866.4,0.5332077840552417,0.17428571428571427
65,9.2,2,3,384.02,498.0,1,0,219.56,49.1,San Salvador,Clerk,Silver,128.00666666666666,0.5702560905926966,0.13939393939393938
38,4.3,0,3,1580.99,511.0,1,0,808.96,79.4,Santa Ana,Professional,Gold,1580.99,0.51135595041688,0.11025641025641025
49,5.8,4,2,700.18,537.0,1,0,465.39,50.5,San Salvador,Clerk,Silver,140.036,0.6637240081006304,0.11599999999999999
25,0.8,2,1,1414.5,598.0,0,0,631.46,34.0,San Salvador,Manager,Platinum,471.5,0.44610385022960086,0.03076923076923077
64,9.6,1,3,2741.28,621.0,0,1,1295.51,86.4,Sonsonate,Manager,Platinum,1370.64,0.472420759368117,0.14769230769230768
23,0.0,2,3,330.86,507.0,0,0,61.24,33.1,San Salvador,Student,Silver,110.28666666666668,0.18453564756222504,0.0
20,1.1,0,1,1524.04,559.0,1,1,870.41,56.2,La Libertad,Self-Employed,Platinum,1524.04,0.5707456853590726,0.05238095238095238
58,6.2,0,2,887.92,584.0,1,0,533.67,66.3,Santa Ana,Professional,Gold,887.92,0.6003577374791882,0.10508474576271187
37,2.6,1,3,1721.89,589.0,1,1,766.07,69.7,San Salvador,Professional,Gold,860.945,0.4446424321924209,0.06842105263157895
39,4.7,1,4,892.78,613.0,0,0,412.83,60.3,San Salvador,Professional,Platinum,446.39,0.4618921882342411,0.11750000000000001
22,0.0,0,2,819.04,534.0,1,0,529.55,64.2,La Unión,Technician,Silver,819.04,0.6457611823813473,0.0
26,3.9,3,2,904.07,563.0,1,0,527.96,29.3,La Unión,Technician,Silver,226.0175,0.5833360955506204,0.14444444444444443
47,5.0,1,2,761.96,560.0,0,0,299.93,26.1,San Salvador,Technician,Gold,380.98,0.3931136625773304,0.10416666666666667
67,10.5,1,2,2658.15,580.0,1,1,1911.46,97.6,Sonsonate,Professional,Platinum,1329.075,0.7188236842600079,0.15441176470588236
56,1.5,0,1,1436.07,522.0,0,1,450.25,41.7,Santa Ana,Professional,Gold,1436.07,0.3133111121935605,0.02631578947368421
27,1.2,0,2,1029.36,540.0,0,0,157.94,47.5,Santa Ana,Clerk,Silver,1029.36,0.1532862300555146,0.04285714285714286
43,2.3,1,2,765.67,548.0,0,1,330.73,42.1,San Salvador,Technician,Silver,382.835,0.4313850809344308,0.05227272727272727
39,5.6,0,3,1126.64,544.0,1,0,712.12,54.7,San Salvador,Self-Employed,Gold,1126.64,0.6315136036323649,0.13999999999999999
74,8.6,0,2,266.42,564.0,0,0,82.38,23.0,La Unión,Student,Silver,266.42,0.308054745344402,0.11466666666666667
66,11.4,1,2,775.69,622.0,0,0,312.87,57.3,La Unión,Clerk,Silver,387.845,0.4028248078383911,0.1701492537313433
62,8.8,1,1,507.54,562.0,1,0,225.95,56.7,La Unión,Clerk,Silver,253.77,0.44431116529673176,0.13968253968253969
28,5.9,2,3,427.51,492.0,0,0,183.59,37.1,San Miguel,Student,Silver,142.50333333333333,0.4284380761242445,0.20344827586206898
71,7.2,2,2,692.64,566.0,1,0,401.94,51.5,San Salvador,Clerk,Gold,230.88,0.5794648520846549,0.1
49,7.8,2,1,1622.01,612.0,0,0,540.78,50.4,San Salvador,Technician,Gold,540.67,0.33319572892342003,0.156
52,5.5,2,3,526.25,520.0,0,0,253.81,38.6,San Miguel,Student,Silver,175.41666666666666,0.48138454243717405,0.10377358490566038
53,7.4,0,1,1023.64,566.0,1,1,720.39,55.6,San Miguel,Manager,Platinum,1023.64,0.70306644284822,0.13703703703703704
36,3.3,1,2,1125.11,566.0,1,0,544.58,41.0,San Salvador,Technician,Gold,562.555,0.48359396506557983,0.08918918918918918
63,7.3,0,4,1088.83,545.0,0,0,454.28,56.4,La Unión,Clerk,Silver,1088.83,0.4168356532670233,0.1140625
42,5.8,2,2,903.16,474.0,0,0,425.44,33.4,Santa Ana,Professional,Silver,301.05333333333334,0.4705361882852593,0.13488372093023254
18,1.4,1,1,1977.91,547.0,0,0,889.97,58.6,San Salvador,Professional,Gold,988.955,0.4497273751711801,0.07368421052631578
74,12.4,3,1,452.87,572.0,0,0,169.84,42.3,La Libertad,Student,Silver,113.2175,0.37420406724392447,0.16533333333333333
69,9.1,1,3,3292.8,637.0,0,1,567.83,95.0,San Miguel,Manager,Platinum,1646.4,0.17239358795312407,0.13
57,10.0,4,1,1338.6,541.0,1,0,1004.14,61.7,San Salvador,Clerk,Gold,267.71999999999997,0.7495819647656017,0.1724137931034483
23,1.8,0,2,1809.27,514.0,1,1,1061.56,78.0,San Salvador,Professional,Gold,1809.27,0.5864097620796898,0.075
50,4.2,0,1,1130.93,585.0,0,1,503.7,26.1,San Miguel,Technician,Gold,1130.93,0.4449921814953221,0.08235294117647059
19,2.6,4,3,2900.66,574.0,0,0,1097.85,84.0,Santa Ana,Manager,Platinum,580.132,0.3783523913897562,0.13
48,7.2,0,4,781.74,526.0,0,0,345.63,51.9,Santa Ana,Clerk,Silver,781.74,0.4415642486649462,0.1469387755102041
35,6.4,1,1,720.03,548.0,0,0,491.8,12.3,Sonsonate,Technician,Silver,360.015,0.6820798025047502,0.17777777777777778
30,2.4,1,2,888.7,526.0,0,0,371.61,42.4,San Salvador,Technician,Silver,444.35,0.41768011689333484,0.07741935483870968
29,1.5,0,1,3950.78,595.0,0,1,1337.49,90.1,La Libertad,Manager,Platinum,3950.78,0.3384525454352216,0.05
20,0.4,0,1,1532.39,537.0,1,1,1118.69,65.2,San Salvador,Professional,Platinum,1532.39,0.729553473023823,0.01904761904761905
47,9.7,0,3,1052.93,595.0,1,0,658.85,61.3,Santa Ana,Technician,Gold,1052.93,0.6251363942576831,0.2020833333333333
27,0.2,1,2,1041.92,556.0,0,0,418.57,34.6,La Libertad,Professional,Platinum,520.96,0.4013443025351896,0.0071428571428571435
57,9.8,0,1,298.54,547.0,0,0,151.14,19.3,Sonsonate,Student,Silver,298.54,0.5045736796421179,0.16896551724137931
30,2.7,2,1,1764.34,532.0,0,0,641.19,47.0,San Miguel,Professional,Gold,588.1133333333333,0.3632104863652328,0.08709677419354839
71,10.2,0,2,1002.69,581.0,1,0,719.68,58.3,San Salvador,Professional,Platinum,1002.69,0.7170341440086081,0.14166666666666666
30,3.6,1,1,894.21,480.0,0,1,353.14,39.3,San Miguel,Technician,Silver,447.105,0.394477273488902,0.11612903225806452
59,7.5,3,5,1782.24,570.0,0,1,858.93,68.8,San Salvador,Professional,Gold,445.56,0.4816681994571678,0.125
59,9.5,1,2,518.7,591.0,0,0,194.66,33.0,San Salvador,Clerk,Silver,259.35,0.37456224745045213,0.15833333333333333
61,8.1,4,3,912.89,552.0,0,0,256.13,49.5,Santa Ana,Technician,Silver,182.578,0.28026348904135073,0.13064516129032258
18,0.6,0,2,1623.02,526.0,1,0,800.49,65.2,Sonsonate,Manager,Gold,1623.02,0.49290649129936825,0.031578947368421054
53,8.5,0,1,595.8,591.0,1,0,355.26,50.2,San Salvador,Clerk,Silver,595.8,0.5952747989276139,0.1574074074074074
44,3.8,0,3,1773.27,618.0,0,0,731.57,58.7,La Libertad,Technician,Gold,1773.27,0.412321687229114,0.08444444444444445
45,4.1,0,1,299.96,581.0,1,0,241.65,45.6,San Salvador,Student,Silver,299.96,0.8029306220095694,0.0891304347826087
33,0.0,0,1,1725.23,568.0,0,0,669.35,37.4,San Salvador,Technician,Gold,1725.23,0.38775250111514686,0.0
44,2.7,1,2,1301.36,566.0,0,0,472.3,42.0,Santa Ana,Clerk,Gold,650.68,0.3626493442673301,0.060000000000000005
47,7.3,3,2,736.15,522.0,0,1,321.91,35.8,San Salvador,Manager,Platinum,184.0375,0.4366953808587127,0.15208333333333332
55,6.4,0,1,1452.85,565.0,1,1,769.27,35.7,San Salvador,Self-Employed,Gold,1452.85,0.5291261134229804,0.1142857142857143
